Instructor Name,HCM Home Dept,Crosslisted Course Flag,Course Subject Short Nm,Course Number,Course Title Nm,Pct of Instructor Hrs Taught,Semester Year Name Concat,Prorated Instr Enrollment Cnt,Crs Academic Division Nm,Section Nbr
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,290C,Circuit Design,100,2018 Fall,34,College of Engineering (Division Lvl),002
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,298,"Gr Stu, Sem, Gr Res",100,2019 Fall,28,College of Engineering (Division Lvl),008
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,15,College of Engineering (Division Lvl),051
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,12,College of Engineering (Division Lvl),041
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,12,College of Engineering (Division Lvl),051
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,9,College of Engineering (Division Lvl),041
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,12,College of Engineering (Division Lvl),051
Borivoje Nikolic,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,12,College of Engineering (Division Lvl),051
Boubacar Kante,Electrical Eng & Computer Sci,,Electrical Engineering,118,Intro Optical Eng,100,2019 Fall,10,College of Engineering (Division Lvl),001
Boubacar Kante,Electrical Eng & Computer Sci,,Electrical Engineering,218A,Intro Optical Eng,100,2019 Fall,12,College of Engineering (Division Lvl),001
Boubacar Kante,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,6,College of Engineering (Division Lvl),099
Brian Barsky,Electrical Eng & Computer Sci,,Bioengineering,99,Superv Indep Study,100,2018 Fall,1,College of Engineering (Division Lvl),033
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,24,Freshman Seminars,100,2016 Fall,4,College of Engineering (Division Lvl),1
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,24,Freshman Seminars,100,2017 Spring,6,College of Engineering (Division Lvl),010
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,24,Freshman Seminars,100,2017 Fall,6,College of Engineering (Division Lvl),001
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,24,Freshman Seminars,100,2018 Spring,4,College of Engineering (Division Lvl),001
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,24,Freshman Seminars,100,2018 Fall,3,College of Engineering (Division Lvl),001
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,24,Freshman Seminars,100,2019 Fall,11,College of Engineering (Division Lvl),001
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),006
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,2,College of Engineering (Division Lvl),005
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),010
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,1,College of Engineering (Division Lvl),005
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,1,College of Engineering (Division Lvl),010
Brian Barsky,Electrical Eng & Computer Sci,,Computer Science,375,Teaching Techniques,50,2016 Fall,41.5,College of Engineering (Division Lvl),001
Brian Barsky,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2016 Fall,2,College of Engineering (Division Lvl),017
Brian Barsky,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2018 Fall,7,College of Engineering (Division Lvl),011
Brian Barsky,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2019 Fall,15,College of Engineering (Division Lvl),046
Brian Barsky,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2017 Spring,3,College of Engineering (Division Lvl),016
Brian Barsky,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2016 Fall,4,L&S Undergraduate Studies Division,010
Brian Barsky,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Spring,5,L&S Undergraduate Studies Division,008
Brian Barsky,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Fall,4,L&S Undergraduate Studies Division,010
Brian Barsky,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Spring,4,L&S Undergraduate Studies Division,005
Brian Barsky,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Fall,3,L&S Undergraduate Studies Division,006
Brian Barsky,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2019 Fall,7,L&S Undergraduate Studies Division,003
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,39,Freshman/Sophomore Seminar,100,2017 Fall,17,College of Engineering (Division Lvl),001
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,39,Freshman/Sophomore Seminar,100,2019 Spring,12,College of Engineering (Division Lvl),001
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,2,College of Engineering (Division Lvl),065
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,1,College of Engineering (Division Lvl),074
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,1,College of Engineering (Division Lvl),074
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,1,College of Engineering (Division Lvl),055
Carlo Sequin,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,1,College of Engineering (Division Lvl),096
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2016 Fall,5,L&S Undergraduate Studies Division,026
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Spring,5,L&S Undergraduate Studies Division,030
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Fall,4,L&S Undergraduate Studies Division,032
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Spring,3,L&S Undergraduate Studies Division,023
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Fall,5,L&S Undergraduate Studies Division,031
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2019 Spring,7,L&S Undergraduate Studies Division,028
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2019 Fall,11,L&S Undergraduate Studies Division,026
Carlo Sequin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2020 Spring,4,L&S Undergraduate Studies Division,022
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2017 Spring,5,College of Engineering (Division Lvl),014
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,2,College of Engineering (Division Lvl),029
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),021
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,3,College of Engineering (Division Lvl),029
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,2,College of Engineering (Division Lvl),021
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,2,College of Engineering (Division Lvl),029
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,2,College of Engineering (Division Lvl),021
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),007
Chenming Hu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2020 Spring,1,College of Engineering (Division Lvl),021
Chunlei Liu,Electrical Eng & Computer Sci,,Bioengineering,196,Underg Des Res,100,2018 Spring,1,College of Engineering (Division Lvl),030
Chunlei Liu,Electrical Eng & Computer Sci,,Bioengineering,196,Underg Des Res,100,2018 Fall,1,College of Engineering (Division Lvl),038
Chunlei Liu,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,50,2018 Fall,8.5,College of Engineering (Division Lvl),148
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,84,Sophomore Seminar,100,2016 Fall,16,College of Engineering (Division Lvl),001
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,84,Sophomore Seminar,100,2017 Fall,20,College of Engineering (Division Lvl),001
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,84,Sophomore Seminar,100,2018 Fall,22,College of Engineering (Division Lvl),001
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2018 Fall,1,College of Engineering (Division Lvl),001
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),080
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Spring,3,College of Engineering (Division Lvl),85
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Fall,1,College of Engineering (Division Lvl),080
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,290T,Signal Processing,100,2016 Fall,9,College of Engineering (Division Lvl),001
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,290T,Signal Processing,100,2017 Fall,6,College of Engineering (Division Lvl),001
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,1,College of Engineering (Division Lvl),095
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,1,College of Engineering (Division Lvl),095
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,3,College of Engineering (Division Lvl),107
Chunlei Liu,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,3,College of Engineering (Division Lvl),095
Chunlei Liu,Electrical Eng & Computer Sci,,Neuroscience,290A,Neuro Res/Design,7.69230769,2018 Fall,1,L&S Biological Sciences Division,001
Claire Tomlin,Electrical Eng & Computer Sci,Y,Electrical Engineering,C291E,Hybrid Sys & Contrl,100,2018 Spring,27,College of Engineering (Division Lvl),001
Claire Tomlin,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C290S,Hybrid Sys & Contrl,100,2018 Spring,8,College of Engineering (Division Lvl),001
Claire Tomlin,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Fall,1,College of Engineering (Division Lvl),091
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2016 Fall,1,College of Engineering (Division Lvl),056
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Spring,3,College of Engineering (Division Lvl),062
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Fall,3,College of Engineering (Division Lvl),056
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Fall,3,College of Engineering (Division Lvl),056
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,221A,Lin Syst Theory,100,2016 Fall,37,College of Engineering (Division Lvl),001
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,221A,Lin Syst Theory,100,2017 Fall,41,College of Engineering (Division Lvl),001
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,221A,Lin Syst Theory,100,2019 Fall,48,College of Engineering (Division Lvl),001
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,222,Non-Lin Syst Analys,100,2017 Spring,29,College of Engineering (Division Lvl),001
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,14,College of Engineering (Division Lvl),069
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,16,College of Engineering (Division Lvl),055
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,11,College of Engineering (Division Lvl),069
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,12,College of Engineering (Division Lvl),055
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,10,College of Engineering (Division Lvl),069
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,12,College of Engineering (Division Lvl),055
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,11,College of Engineering (Division Lvl),069
Claire Tomlin,Electrical Eng & Computer Sci,,Electrical Engineering,602,Ind Stu For Doc Stu,100,2016 Fall,1,College of Engineering (Division Lvl),002
Clark Nguyen,Electrical Eng & Computer Sci,Y,Electrical Engineering,C247B,Intro Mems Design,100,2017 Spring,10,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,Y,Electrical Engineering,C247B,Intro Mems Design,100,2018 Spring,16,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C218,Intro Mems Design,100,2017 Spring,7,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C218,Intro Mems Design,100,2018 Spring,1,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2016 Fall,1,College of Engineering (Division Lvl),013
Clark Nguyen,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2017 Spring,1,College of Engineering (Division Lvl),003
Clark Nguyen,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2017 Fall,1,College of Engineering (Division Lvl),013
Clark Nguyen,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2018 Spring,1,College of Engineering (Division Lvl),003
Clark Nguyen,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2018 Fall,2,College of Engineering (Division Lvl),013
Clark Nguyen,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2019 Fall,1,College of Engineering (Division Lvl),013
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,98,Directed Group Stdy,50,2016 Fall,11.5,College of Engineering (Division Lvl),004
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,105,Micro Dev & Cir,100,2018 Fall,48,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,105,Micro Dev & Cir,100,2019 Fall,20,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,33.33333333,2019 Fall,3.6666666667,College of Engineering (Division Lvl),002
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,50,2016 Fall,7,College of Engineering (Division Lvl),004
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2017 Spring,45,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2017 Fall,28,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2018 Fall,19,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,W240A,Ana Integ Circ,100,2017 Spring,3,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,W247B,Intro Mems Des,100,2016 Fall,4,College of Engineering (Division Lvl),001
Clark Nguyen,Electrical Eng & Computer Sci,,Electrical Engineering,W247B,Intro Mems Des,100,2018 Fall,5,College of Engineering (Division Lvl),001
